Date,Close,Name
2010-01-04,42.91379884073196,XOM
2010-01-05,43.412491056016954,XOM
2010-01-06,43.69737982501417,XOM
2010-01-07,43.805785589548464,XOM
2010-01-08,43.38464766005629,XOM
2010-01-11,43.629589207143624,XOM
2010-01-12,43.3081423940099,XOM
2010-01-13,42.778772287628925,XOM
2010-01-14,42.65948754305135,XOM
2010-01-15,42.477080094816735,XOM
2010-01-19,42.3495990088186,XOM
2010-01-20,41.74116552147511,XOM
2010-01-21,41.15990153169647,XOM
2010-01-22,41.030249438697446,XOM
2010-01-25,40.52277276531938,XOM
2010-01-26,40.82491489349607,XOM
2010-01-27,40.51158588902175,XOM
2010-01-28,40.240119192356,XOM
2010-01-29,40.30676568190859,XOM
2010-02-01,41.48559537071882,XOM
2010-02-02,41.87075671859489,XOM
2010-02-03,41.83412270710513,XOM
2010-02-04,41.040247297947296,XOM
2010-02-05,41.38452334565622,XOM
2010-02-08,41.31333960653336,XOM
2010-02-09,41.544784760018665,XOM
2010-02-10,41.53836819481451,XOM
2010-02-11,41.54874586845376,XOM
2010-02-12,41.27889763736476,XOM
2010-02-16,41.97578768831265,XOM
2010-02-17,41.93317979584029,XOM
2010-02-18,42.767143337242295,XOM
2010-02-19,42.59549256414231,XOM
2010-02-22,42.23008935661452,XOM
2010-02-23,42.043456422715785,XOM
2010-02-24,42.517698977847736,XOM
2010-02-25,42.731840251645515,XOM
2010-02-26,42.653649805764026,XOM
2010-03-01,43.6616927174587,XOM
2010-03-02,43.57835482465138,XOM
2010-03-03,43.32251091357174,XOM
2010-03-04,43.49558047493404,XOM
2010-03-05,43.92404008906897,XOM
2010-03-08,44.19657200679059,XOM
2010-03-09,44.47147005753835,XOM
2010-03-10,44.902958695701166,XOM
2010-03-11,44.599123586569,XOM
2010-03-12,43.90095896605528,XOM
2010-03-15,44.040443124678305,XOM
2010-03-16,43.68989052836379,XOM
2010-03-17,43.97463112679339,XOM
2010-03-18,44.17953430467489,XOM
2010-03-19,44.639927429554895,XOM
2010-03-22,44.327442839910084,XOM
2010-03-23,44.569952475258525,XOM
2010-03-24,44.63413609991653,XOM
2010-03-25,44.66167128756632,XOM
2010-03-26,44.66364667053468,XOM
2010-03-29,44.64614719594517,XOM
2010-03-30,44.15912876399531,XOM
2010-03-31,43.800905440171555,XOM
2010-04-01,44.45086885329673,XOM
2010-04-05,44.65354229657013,XOM
2010-04-06,44.54783276616143,XOM
2010-04-07,44.061905666345176,XOM
2010-04-08,44.15107219256459,XOM
2010-04-09,44.736631166704015,XOM
2010-04-12,44.68142695290894,XOM
2010-04-13,44.37633376664762,XOM
2010-04-14,44.363225341182414,XOM
2010-04-15,44.428388538441844,XOM
2010-04-16,44.21360024208003,XOM
2010-04-19,44.40954204043838,XOM
2010-04-20,44.74704623956466,XOM
2010-04-21,44.82901050918523,XOM
2010-04-22,44.57154043591878,XOM
2010-04-23,45.013615438513064,XOM
2010-04-26,45.44315370812013,XOM
2010-04-27,44.90186145575617,XOM
2010-04-28,45.05722229066625,XOM
2010-04-29,44.875495055849925,XOM
2010-04-30,44.29379532598558,XOM
2010-05-03,44.8442717408572,XOM
2010-05-04,44.025739059963875,XOM
2010-05-05,44.517191444858994,XOM
2010-05-06,43.218391397805064,XOM
2010-05-07,43.08986682287003,XOM
2010-05-10,43.71714879806567,XOM
2010-05-11,43.445396864421966,XOM
2010-05-12,44.41661537793899,XOM
2010-05-13,44.53140777717637,XOM
2010-05-14,43.74725919266464,XOM
2010-05-17,44.254836142852604,XOM
2010-05-18,43.55365534098393,XOM
2010-05-19,43.52390252786104,XOM
2010-05-20,41.66148614073759,XOM
2010-05-21,42.04129361457756,XOM
2010-05-24,41.75500623955423,XOM
2010-05-25,41.511585828750256,XOM
2010-05-26,40.73351451004755,XOM
2010-05-27,42.524173091791845,XOM
2010-05-28,41.83227309626231,XOM
2010-06-01,40.44345801008676,XOM
2010-06-02,41.52657191835836,XOM
2010-06-03,42.57859002450895,XOM
2010-06-04,41.17451844767062,XOM
2010-06-07,41.040934798266434,XOM
2010-06-08,42.09515492011835,XOM
2010-06-09,40.81319753468146,XOM
2010-06-10,42.530188457289995,XOM
2010-06-11,42.509573596253205,XOM
2010-06-14,41.46647881955634,XOM
2010-06-15,42.41991169972211,XOM
